V0_LATITUDE,V0_LONGITUDE,V1_LATITUDE,V1_LONGITUDE,V2_LATITUDE,V2_LONGITUDE,V3_LATITUDE,V3_LONGITUDE,MG_WT,AL_WT,SI_WT,FE_WT,NA_WT,O_WT,TI_WT,CA_WT,chi2
85.6046,-81.7763,80.1283,-73.6967,80.6863,-69.7006,86.2214,-73.2482,5.97591285,14.05647884,14.4069701,1.60232971,1.35928133,45.0,1.69e-06,17.59902549,1.908264
-82.7383,133.184,-88.2745,126.98,-87.6422,148.159,-82.1311,139.057,5.0,14.0,20.5,5.0,0.5,45.0,1.0,9.0,1.662715
5.4175,21.9291,-0.2673,21.9787,-0.2851,22.6809,5.3761,22.6402,5.59654513,6.74869086,14.1333651,2.39195367,4.51259933,45.0,1.61684866,19.99999726,2.915357
-61.4608,81.209,-67.1099,80.6901,-67.4299,82.741,-61.749,82.8898,3.65,15.68,18.5,6.46,1.69163302,45.0,0.8406455,11.65398066,2.577326327341725
89.3035,131.543,84.7722,118.75,84.7045,126.213,89.8237,-150.411,2.51322824,7.17149808,15.03306406,2.68769161,4.99999998,45.0,2.59453929,19.99997874,3.454927
88.6481,-102.619,86.5526,114.142,86.4661,125.373,88.8914,-72.4163,1.84134162,7.81998815,13.66254946,3.20105301,4.99989963,45.0,3.47516914,19.999999,1.964257
79.0408,111.0502,73.5205,113.231,74.1291,115.7297,79.6593,114.7703,3.25,19.48,16.95,6.25,3.41949855,45.0,7.53127817,19.22683311,2.880065255598189
-36.7814,-169.916,-42.4459,-169.455,-41.9383,-168.326,-36.3109,-168.843,9.28914174,11.92055584,24.08386845,1.00004833,2.31203353,45.0,1.48e-05,6.39433734,2.557373
75.6595,100.701,70.01,100.667,69.9981,102.705,75.6432,103.481,4.206026,11.67634463,15.08908697,1.12463255,2.75771189,45.0,0.14629112,19.99990684,2.097497
89.5391,-13.1744,84.3497,63.1792,83.9103,70.0923,89.4247,92.0295,0.18,13.65,22.41,2.58,1.37,45.0,0.66,13.15,2.596661
-79.8993,-59.163,-85.363,-68.3677,-86.0206,-60.0729,-80.4785,-55.0633,2.86354218,10.16882207,14.01976993,2.40265361,4.96241994,45.0,0.58279241,19.99999986,1.456493
87.9945,-89.7471,82.4728,-72.3582,82.5141,-67.1883,88.1562,-69.9169,0.2952465,7.83169946,0.38577652,17.8159588,3.1374311,45.0,5.93117763,19.60270999,1.518673
87.4333,3.6925,81.8775,-11.0033,81.7527,-5.6061,87.0679,17.8206,2.4128413,5.80136096,8.3027077,3.02546142,3.6804441,45.0,19.99701353,11.78017099,2.961083
70.8577,71.6982,65.2784,70.8074,64.8006,72.4839,70.3582,73.7632,0.18,13.65,22.41,2.58,1.37,45.0,0.66,13.15,2.596661
84.6605,68.1853,79.0955,67.9698,78.6207,71.5434,84.1616,75.0353,0.18,13.65,22.41,2.58,1.37,45.0,0.66,13.15,2.596661
75.8094,1.2391,70.08,1.1499,70.0606,3.7302,75.7798,4.78,3.38,17.28,19.55,3.31,2.56619081,45.0,8.14283158,6.57921338,2.284605868262503
-70.3605,71.9678,-75.9096,73.9122,-75.3507,76.554,-69.8313,73.9838,0.18,13.65,22.41,2.58,1.37,45.0,0.66,13.15,2.596661
27.0205,-66.9341,21.2685,-67.0878,21.146,-66.1341,26.8668,-65.9411,6.30630571,6.50558632,16.14369396,1.13228032,4.70962678,45.0,0.20250996,19.99999696,3.233321
89.6054,22.7568,83.9427,-11.2198,83.847,-3.0618,88.8511,60.5184,7.28047036,19.58077348,17.86507139,1.00001654,4.27366511,45.0,1.53e-06,5.00000159,2.191502
89.0299,-117.897,84.1086,-46.4393,84.2439,-40.52,88.8232,-86.264,2.37988096,17.51434301,3.5001364,2.17171281,4.43768425,45.0,19.9950282,5.00121438,2.562891
88.0854,176.291,83.2618,154.875,83.1467,160.072,88.5939,-171.199,5.95967874,13.84287243,16.95194031,1.02736207,3.38427927,45.0,2.83385627,11.00001092,2.169138
-61.0961,-76.7838,-66.5977,-78.3766,-67.23,-76.6927,-61.7286,-75.3931,5.68527636,18.14308323,21.43784904,1.00000232,3.73378794,45.0,1e-06,5.0000001,1.538467
-33.4926,163.572,-39.1872,163.994,-38.7038,165.13,-33.049,164.656,10.9346257,15.52944405,20.91906771,1.00000019,1.61686041,45.0,1.03e-06,5.00000091,1.963305
70.9005,-20.1892,65.2124,-20.9152,65.166,-18.9512,70.8415,-17.6985,7.92955445,16.56436441,20.87460396,1.0,3.63143597,45.0,3.67e-05,5.00000449,2.640639
66.3123,19.9213,60.6303,19.8327,60.376,21.4391,66.0421,21.8993,3.32830211,5.00000007,8.46331764,1.34078059,2.71426192,45.0,17.96917692,16.18416075,1.565818
78.6266,-166.482,73.7509,-167.042,73.1636,-164.782,79.2464,-163.357,4.0520443,13.1824801,13.54322126,1.02499494,3.13360402,45.0,0.06592797,19.99772742,2.651971
89.6436,-9.2791,85.2719,-72.6121,84.9399,-62.9706,89.4645,-173.615,0.32353401,5.8946942,13.20897059,4.79109019,4.99990952,45.0,5.78180189,19.99999959,2.755196
68.7346,-165.851,63.195,-167.621,62.6318,-166.105,68.1424,-164.073,5.77953054,17.56628831,22.10983271,1.00000014,3.54420878,45.0,1.51e-06,5.000138,3.100113
89.0443,-158.889,85.038,-56.5866,85.1854,-49.4318,89.152,-118.559,0.39355375,7.04161376,5.09690736,3.00702304,5.0,45.0,19.99427257,14.46662952,1.725364
21.9063,-14.3003,16.1659,-14.5149,16.0573,-13.5928,21.7589,-13.3457,6.09089792,5.15000261,12.67533193,1.01067452,2.84606605,45.0,16.05200047,11.17502649,2.728251
88.769,123.212,86.1433,4.8052,86.013,16.0755,89.2897,158.732,4.00070538,7.37026594,10.24732742,4.60359888,4.99998041,45.0,3.77812202,19.99999995,1.618904
85.2236,72.7363,79.5739,72.852,79.5526,76.7154,85.1782,80.9469,5.86747092,17.85229235,20.72913376,1.00003524,4.55106502,45.0,1.09e-06,5.00000162,1.658608
89.5346,123.322,86.6316,-66.6155,86.052,-54.6241,88.6823,156.918,1.04e-06,5.00902616,1.25019329,9.92468833,4.9999997,45.0,13.81618065,19.99991082,1.629713
87.5183,145.963,82.3626,176.821,82.4876,-178.01,87.9419,160.3,1.4e-05,19.3193412,1.51651261,18.39345079,3.78467083,45.0,1.61128236,10.37472826,1.83563
88.6416,-77.0797,86.2658,117.104,86.7971,128.281,89.2214,-41.0682,1.71458978,5.26940799,5.96929928,2.81192122,2.19623904,45.0,19.07951393,17.95902876,1.232228
82.9119,-17.311,77.2528,-20.8227,77.1666,-17.1864,82.7605,-11.0012,4.01619807,7.71235722,10.37398388,1.16303312,2.19197608,45.0,19.31067601,10.23177562,1.728476
-55.1969,-83.1884,-60.7828,-82.4873,-60.2925,-81.0974,-54.7352,-81.9692,7.50261284,14.73086914,22.93843811,1.1736278,2.88658581,45.0,4.97e-06,5.76786133,2.563123
58.5669,20.5335,52.8855,20.4087,52.6492,21.6909,58.3131,22.0302,4.31452826,5.0000136,9.03481179,2.55805575,2.31016619,45.0,11.78243389,19.99999052,1.719303
80.4742,-16.1411,74.8054,-18.3497,74.7335,-15.2915,80.3619,-11.3959,8.19631307,19.99999256,18.74234691,1.00047085,2.06081124,45.0,1.24e-06,5.00006413,3.162154
-55.0322,-75.7659,-59.8818,-75.924,-60.5342,-74.6127,-54.3941,-74.6067,4.01261184,12.36974287,13.48253348,1.28607855,3.47626423,45.0,0.37277133,19.99999769,1.236146
-63.0398,-102.6193,-68.8107,-102.4601,-68.78,-99.871,-63.0102,-100.5402,3.73,15.49,13.31,13.77,2.08115308,45.0,1.89413367,12.04752801,2.2840020918747315
88.6744,126.552,83.0397,119.518,82.9864,125.161,88.4206,151.864,1.73136206,5.00000665,5.4420428,3.44979123,4.18177308,45.0,15.39335909,19.8016651,3.081317
69.5518,-22.5419,63.8607,-23.1906,63.8162,-21.3091,69.496,-20.1911,4.95513193,7.05134759,10.43895415,1.67802001,3.02484056,45.0,19.99797821,7.85372756,3.087312
87.5199,160.057,81.9914,146.356,81.9005,150.853,87.2428,172.536,3.42844002,8.94295584,9.38515198,1.95841562,4.99563769,45.0,19.99999847,6.28940037,3.487882
88.3658,-95.5378,86.8734,115.714,86.7745,128.018,88.5691,-70.9525,1.72775586,8.41438441,16.22841807,1.96298524,5.0,45.0,1.66647896,19.99997746,1.972318
-72.8792,-110.662,-78.4487,-109.702,-77.9489,-106.455,-72.4073,-108.392,0.18,13.65,22.41,2.58,1.37,45.0,0.66,13.15,2.596661
-72.0723,-114.909,-76.9222,-115.68,-77.565,-112.855,-71.443,-112.824,3.67856836,8.31337922,13.28885964,3.52826883,4.50109502,45.0,1.68983578,19.99999315,2.47768
-75.7737,-7.685,-81.2826,-10.6352,-81.8995,-6.0927,-76.367,-4.8918,7.4742238,19.23421495,20.67919376,1.00007627,1.60978162,45.0,0.00250887,5.00000074,1.446917
89.378,24.2273,83.7397,2.0839,83.6588,9.2155,88.8203,61.1165,3.12836698,5.0000002,7.43970026,2.39671652,4.45541344,45.0,12.57980373,19.99999887,1.874634
-86.3721,-122.318,-88.867,64.3952,-89.4269,110.617,-85.9753,-111.194,0.18,13.65,22.41,2.58,1.37,45.0,0.66,13.15,2.596661
-67.2409,-53.5796,-72.7971,-52.0015,-72.1876,-49.7864,-66.6688,-51.8216,7.46400007,19.62510114,19.8374473,1.00471466,2.06873197,45.0,1.58e-06,5.00000328,2.180925
56.0928,-8.6119,50.5311,-9.3899,49.9701,-8.3105,55.498,-7.4133,13.714174,16.83412329,13.86407471,1.00001553,4.58761143,45.0,1e-06,5.00000004,1.989839
83.8568,-60.4678,78.3312,-56.1134,78.8639,-52.6464,84.4162,-54.0018,6.84014146,14.51054697,17.30672549,1.38630844,3.46521076,45.0,1.53e-05,11.49105161,2.719965
-59.2357,73.2855,-64.8076,74.4247,-64.2758,76.0283,-58.7287,74.6697,0.18,13.65,22.41,2.58,1.37,45.0,0.66,13.15,2.596661
73.8945,-9.5225,68.3697,-10.8598,67.7408,-9.0439,73.2322,-7.1873,5.8800282,19.9779238,23.14145856,1.00058601,1.08e-06,45.0,1.11e-06,5.00000124,1.717185
82.1,-70.9392,76.4099,-72.8794,76.3504,-69.6194,81.9996,-65.4109,4.4,18.63,20.01,3.93,2.43212416,45.0,4.12230846,9.70625447,2.128211003507084
74.5999,147.3806,68.8501,147.7302,68.8397,150.3006,74.5891,150.9304,4.56,17.16,20.28,3.53,3.29722171,45.0,1.88716663,7.47467136,1.5725329349289945
-63.1203,-43.9898,-68.7699,-42.9906,-68.2609,-40.7901,-62.6505,-42.2,3.51,12.21,17.32,3.51,3.01789207,45.0,0.89692899,6.27771373,2.1598643966855597
-81.1375,-159.383,-86.6663,-150.606,-86.0484,-141.953,-80.6447,-155.245,4.55986818,9.30326657,11.13541815,1.46160969,3.44328056,45.0,14.81302769,10.28352917,3.122737
-56.0608,-10.0135,-61.6026,-8.807,-61.0059,-7.4912,-55.4998,-8.8511,8.83914798,19.62767648,20.53314041,1.0000242,1.01e-06,45.0,2.72e-06,5.0000072,2.199774
61.6853,-175.611,56.0668,-176.099,55.668,-174.805,61.2628,-174.106,5.94750289,19.8576869,20.15626575,1.0001228,2.91085489,45.0,4.49e-06,5.1275623,1.807925
-51.3513,-55.3403,-56.9518,-54.5108,-56.4214,-53.2434,-50.8566,-54.2038,8.7905608,18.16359162,20.56863992,1.00000001,1.47720276,45.0,1.09e-06,5.00000381,1.652658
73.6036,-21.8307,67.9171,-22.756,67.8653,-20.5684,73.5352,-18.9497,3.24497489,6.56139313,8.57629428,1.92101926,2.79687779,45.0,19.83773279,12.06170786,2.852028
84.1493,155.882,78.5308,158.956,78.2137,162.855,83.843,163.532,5.13e-06,9.60724139,13.52275137,5.31875906,4.99999997,45.0,1.55127373,19.99996935,2.013765
-75.0081,-68.3078,-80.6835,-67.705,-80.3323,-62.9019,-74.6796,-65.2305,2.87317794,9.35280279,11.93961342,2.44420723,4.99999668,45.0,3.39020246,19.99999947,1.61571
84.5265,-133.726,78.9652,-136.045,78.5032,-132.745,84.0156,-127.545,5.92414296,18.00227395,23.50444882,1.0,1.56913291,45.0,1.21e-06,5.00000014,1.362475
-63.3619,-113.104,-68.8696,-111.68,-68.2168,-109.913,-62.7299,-111.602,2.69433297,7.55786774,12.10299973,4.91914233,4.24808761,45.0,3.4775702,19.99999943,2.442113
89.1806,-143.288,84.5251,-74.6657,84.5821,-67.5354,89.7824,-98.1504,3.44337223,8.72822225,14.50957951,1.62568736,5.0,45.0,1.69315551,19.99998314,1.801826
-64.458,-67.2492,-70.138,-66.6935,-69.8,-64.3512,-64.1377,-65.3755,2.41501324,10.48315381,11.86871247,2.263432,3.79254935,45.0,19.17686546,5.00027367,1.949829
-45.899,-146.136,-51.4985,-145.478,-50.936,-144.278,-45.361,-145.017,7.57684445,13.08097146,21.57959472,1.0,4.99999985,45.0,1.67e-06,6.76258784,2.702055
43.2187,-66.8742,37.4879,-67.1551,37.2731,-66.0591,42.9766,-65.6907,6.02081204,7.06258857,16.42690123,1.39597357,3.60162388,45.0,0.49233248,19.99976823,2.661303
-86.7303,114.583,-88.5834,-75.7613,-89.3804,-45.9218,-86.176,126.91,7.52541942,19.84916571,15.98275183,1.10750018,4.99977117,45.0,0.53538939,5.00000229,1.376486
88.5123,52.2546,85.5138,167.264,85.7325,176.006,88.9235,78.8777,1.58443173,5.00130901,11.67226146,2.00322921,4.93307718,45.0,10.43282238,19.37286902,1.644988
65.2156,-161.838,59.616,-162.339,59.2108,-160.981,64.7886,-160.22,5.17076147,19.99999943,20.94521481,2.31872615,1.565259,45.0,3.75e-05,5.00000163,1.768384
70.1264,31.7974,64.4011,32.5282,64.4229,34.4931,70.1544,34.3226,4.78402789,13.91159234,21.56880465,4.80414798,0.31201408,45.0,0.79923523,8.82017783,3.437094
84.4313,10.0946,78.8005,5.4213,78.7166,9.2495,84.2681,17.412,6.94447733,19.31950105,20.55107206,1.0000277,2.18484469,45.0,7.71e-05,5.00000005,1.823666
-31.6488,-170.794,-37.3384,-170.393,-36.8657,-169.314,-31.2184,-169.756,10.24044255,13.93184837,22.34208289,1.00000253,2.48562266,45.0,1.01e-06,5.0,3.095434
88.9847,-58.2196,83.4214,-59.1321,82.8179,-53.0268,88.2326,-32.7714,0.40110633,13.96256503,30.72166144,1.00000084,3.91466494,45.0,1.17e-06,5.00000024,1.514853
-45.783,-66.5829,-51.4866,-66.2473,-51.1926,-64.9221,-45.5094,-65.3845,3.65894914,10.2367009,11.86814621,3.12517034,3.23301112,45.0,2.87802275,19.99999953,2.019906
71.1496,-19.0981,65.4625,-19.8342,65.4161,-17.858,71.0906,-16.5854,7.03649414,16.86615629,21.91065609,1.00000039,3.1866919,45.0,1e-06,5.00000019,2.752098
57.5763,-39.0349,52.0038,-39.7869,51.4749,-38.6751,57.0183,-37.7924,9.71138382,11.67126569,24.28122699,1.00000005,3.33612244,45.0,1e-06,5.00000002,1.438654
-83.404,-114.369,-89.5002,-118.078,-88.7463,-87.2108,-83.9849,-108.403,2.24713764,6.37891861,17.63712733,2.30971826,4.99998794,45.0,1.42714813,19.99996207,1.904371
70.7364,-66.9816,65.0437,-67.6601,64.7263,-65.6956,70.3951,-64.5059,4.77256276,10.45607577,11.80913679,2.99745737,1.95578978,45.0,3.00913882,19.99983871,1.755531
87.2741,28.2977,81.7347,14.1241,81.6171,19.1357,86.9423,41.0592,5.96710105,14.87597971,16.19960989,1.00004831,2.82687663,45.0,9.13038363,5.00000078,1.529826
89.0764,100.204,85.4704,15.894,85.2696,24.5656,88.7753,135.739,7.06397229,17.92462812,19.51534927,2.34210546,3.15320077,45.0,7.48e-05,5.00066931,1.506364
83.2599,160.828,77.6677,156.863,77.6003,159.787,83.1389,166.011,4.38867411,10.89212205,11.18041501,1.00043243,3.11469331,45.0,16.46035594,7.96330716,3.073525
59.3151,-76.6493,53.7923,-77.694,53.1954,-76.5596,58.6906,-75.4,7.64072019,9.97638565,15.23357142,1.4441667,1.46466328,45.0,8.06940664,11.17108612,2.557294
-55.699,-112.789,-61.23,-111.679,-60.588,-110.282,-55.0795,-111.535,3.54166645,7.98670068,12.74519033,3.56732979,4.55963116,45.0,2.59948169,19.9999999,2.183128
-47.1088,-146.188,-52.7031,-145.511,-52.1368,-144.288,-46.566,-145.052,5.46326972,8.41413898,15.05939717,1.12840606,4.88130913,45.0,0.05363257,19.99984638,2.567021
-76.1357,-111.431,-81.7044,-110.585,-81.201,-106.102,-75.6619,-108.639,0.18,13.65,22.41,2.58,1.37,45.0,0.66,13.15,2.596661
-64.8393,-78.2197,-70.5702,-79.219,-70.6208,-76.5408,-64.8794,-76.1295,4.76,19.26,22.4,3.43,1.91431029,45.0,1.43295494,11.28062551,2.5559065187059544
-63.7558,-58.0309,-69.2667,-59.9388,-69.8868,-58.0185,-64.3696,-56.4794,3.07359417,9.88327979,10.80936825,1.08401725,3.4722928,45.0,19.78306071,6.89438703,1.670264
-73.8426,-60.4596,-79.351,-64.1075,-79.9695,-60.3894,-74.433,-57.9139,4.57891604,12.5749053,17.65407365,1.00023513,2.93878792,45.0,1.16e-06,16.2530808,1.367723
84.0257,9.4806,78.3914,5.2561,78.3103,8.9589,83.8729,16.3469,7.13881833,19.1211513,20.75531847,1.00001591,1.98469237,45.0,2.64e-06,5.00000098,1.940899
83.3152,119.579,77.6675,118.762,77.6369,122.008,83.2596,125.459,3.73133232,9.0116,11.09722979,1.00000007,2.64525481,45.0,13.67879994,13.83578306,2.815564
69.3206,29.9483,63.6636,29.3678,63.6288,31.0259,69.278,31.9828,6.74160911,13.53093138,19.66524501,1.105154,3.68482841,45.0,1.83923272,8.43299936,2.475943
88.5619,20.5048,83.173,-12.7945,83.0207,-6.3736,87.9655,37.1931,3.34036911,9.92045685,15.43912279,1.77151357,4.43138692,45.0,0.0982821,19.99886866,2.308269
50.8903,-161.153,45.2667,-161.516,44.9127,-160.521,50.5101,-160.058,5.32811331,19.58738872,21.50381287,1.00000018,2.5806201,45.0,6.5e-06,5.00005832,2.041105
88.685,62.0361,84.1419,20.7037,83.9734,27.5067,88.968,94.5224,6.40832444,19.99990365,17.80171537,1.0000019,4.16295334,45.0,0.62708995,5.00001136,1.318758
87.7444,106.023,82.0693,108.935,81.743,114.758,87.362,124.806,0.00033384,6.22851871,8.998752,7.73657261,4.99992631,45.0,7.03678911,19.9991074,2.094465
88.6755,42.9836,83.2939,8.547,83.1573,14.7063,88.1115,59.6094,6.7825261,18.54190498,19.3449098,1.00000011,4.33063724,45.0,2.17e-05,5.00000008,1.563529
81.3314,117.95,75.6819,117.454,75.6564,120.275,81.29,122.528,4.27644561,10.10775659,14.33838983,1.5921026,4.00630846,45.0,0.67909292,19.99990398,3.497105
-54.0129,-38.3977,-59.5928,-37.2861,-58.9979,-35.9142,-53.4568,-37.178,7.73284093,19.99989652,20.51733154,1.00000406,0.74985246,45.0,1.45e-06,5.00007304,2.116599
82.8478,160.325,77.2524,156.705,77.1871,159.539,82.7335,165.229,5.07275654,14.27295119,15.95325405,1.0464199,3.83322881,45.0,2.2697951,12.5515944,3.132148
65.8801,111.5192,60.1708,111.9195,60.3291,113.6405,66.0495,113.6199,2.91,19.94,20.35,1.93,2.68211589,45.0,8.11120864,11.37181229,2.7069552776546346
88.9257,105.734,85.7828,3.2474,85.6644,13.6375,89.608,138.54,1.9734059,5.00000072,4.34676062,3.72941854,2.21564209,45.0,18.99004149,18.74473065,1.530452
72.7442,29.4644,67.0926,28.6729,67.0529,30.5344,72.6934,31.8484,7.48341471,15.37249483,21.34987114,1.06624642,2.61632668,45.0,1.24e-06,7.11164498,2.558722
-41.7226,-66.5009,-47.4323,-66.2014,-47.1521,-64.9711,-41.4639,-65.3721,1.66292938,6.0025203,10.15437798,7.71557488,3.56472,45.0,5.89990124,19.99997622,2.475733
88.8497,62.4864,85.1089,166.63,85.3017,174.736,89.0437,100.826,1.79346487,5.00000008,17.20747368,1.00005055,4.99999841,45.0,19.99892764,5.00008476,1.617705
-83.8762,41.9863,-89.4537,45.0256,-88.7425,79.2997,-83.3764,48.4163,4.2233842,19.65823461,20.86099259,2.73336543,2.52384865,45.0,0.00017391,5.00000062,1.866619
89.0975,108.741,85.2201,37.4223,85.053,45.0294,88.9638,147.223,2.78335319,9.53832244,9.56401647,3.28276018,4.99987222,45.0,19.83163367,5.00004184,1.588338
66.5303,-104.3791,60.7507,-103.7892,60.7702,-101.7805,66.5601,-101.9191,4.49,18.36,17.42,5.81,2.41361942,45.0,1.57463517,12.73034125,2.45505245417161
88.1119,-89.5265,87.0962,123.403,86.9665,136.377,88.3266,-68.6874,2.49003816,7.41927318,14.84906697,3.01798715,5.0,45.0,2.22363454,20.0,1.943482
86.5637,4.0379,80.879,1.3189,80.8229,6.2854,86.4195,16.6397,3.1902883,5.00011239,6.67433252,1.0849856,2.89256535,45.0,19.81479627,16.34291956,2.417442
-36.4734,-170.975,-42.14,-170.516,-41.6349,-169.39,-36.0057,-169.904,9.82009985,13.44973292,23.27840509,1.0000053,2.4517538,45.0,1.8e-06,5.00000124,2.541154
-48.914,-53.0329,-54.5214,-52.2411,-53.9988,-51.0383,-48.4282,-51.9414,9.77894949,16.76824433,19.92896064,1.0,2.52383185,45.0,1.37e-05,5.0,2.392358
-86.516,-162.122,-88.7105,-26.8379,-88.4706,4.8414,-87.0213,-151.099,6.77483024,19.85154151,22.37360224,1.00000036,4.38e-06,45.0,2.11e-05,5.00000015,2.318109
-87.3368,146.311,-87.9937,-13.3114,-88.5461,11.4388,-86.8791,162.374,5.55356562,19.9697577,10.65626955,1.09998428,4.07e-06,45.0,0.05966988,17.66074889,1.067854
81.9638,-24.3837,76.2198,-25.3095,76.1702,-21.5281,81.8795,-17.9652,8.64084887,17.95980243,19.02490565,1.00046049,3.37231106,45.0,0.00167093,5.00000058,2.330772
78.5401,-55.0094,72.9912,-57.0712,72.382,-54.7042,77.8891,-51.6887,7.98069114,15.40956307,21.58364473,1.00001209,4.02608796,45.0,1.01e-06,5.0,1.446064
-64.8493,-79.3293,-70.5696,-80.3295,-70.6202,-77.65,-64.8901,-77.2409,6.06,17.49,16.32,3.44,2.45173794,45.0,4.13845275,9.70625467,2.122338808514414
71.2637,71.6697,65.685,70.7705,65.2066,72.4707,70.7636,73.7741,0.18,13.65,22.41,2.58,1.37,45.0,0.66,13.15,2.596661
81.3081,15.8223,75.6279,17.1084,75.3667,20.4196,81.0433,21.3039,3.29700998,7.02675348,14.76663115,2.06867733,4.99999978,45.0,2.84092835,19.99999993,2.57632
-63.1007,-97.6603,-68.6103,-98.6891,-69.1894,-96.9,-63.6696,-96.1506,4.36,17.67,22.55,1.14,1.74882535,45.0,0.43178605,7.76092423,1.683895965160525
-4.7786,-66.0587,-10.5374,-66.0112,-10.4488,-65.1078,-4.7222,-65.1628,2.31411106,9.41684893,11.98341098,3.91462975,4.75839131,45.0,2.6127461,19.99986186,2.759513
78.4239,-67.2504,72.7378,-68.1522,72.406,-65.3949,78.063,-63.2607,4.9712456,19.99988713,22.29493939,1.00000062,0.17224569,45.0,1.56167267,5.00000889,1.579016
84.2459,35.5555,78.6361,31.0808,78.5621,34.5389,84.1051,42.0284,6.1606219,19.99999999,19.63492985,1.00723319,3.19717122,45.0,1.86e-06,5.00004199,2.176615
-86.8229,-29.6054,-88.6573,122.47,-88.0412,149.355,-87.3018,-13.1107,0.34528292,11.51177005,32.14293342,1.00001032,4.99999982,45.0,1e-06,5.00000248,1.514815
46.8618,-66.8669,41.1364,-67.1821,40.9037,-66.0343,46.6028,-65.6141,6.63929648,6.62118731,15.4198508,1.33092067,4.64088984,45.0,0.34796094,19.99989395,3.468159
42.1128,-53.8042,36.4723,-54.3476,36.0341,-53.4136,41.6347,-52.8159,5.89334314,8.51688332,16.36791423,1.00000006,4.55530517,45.0,1e-06,18.66655307,1.450067
86.6823,65.1664,81.1219,66.8,80.6552,71.1782,86.1941,76.0084,0.18,13.65,22.41,2.58,1.37,45.0,0.66,13.15,2.596661
-81.8159,-114.26,-87.3764,-117.467,-86.8877,-103.697,-81.3528,-109.505,0.18,13.65,22.41,2.58,1.37,45.0,0.66,13.15,2.596661
-61.0792,-127.7892,-66.7901,-128.2807,-66.8097,-126.1799,-61.1006,-126.109,4.22,6.47,8.88,20.0,3.26887386,45.0,2.71016901,17.59438296,2.31702717817215
-73.2907,-82.7121,-78.8433,-81.5812,-78.3077,-78.2772,-72.7828,-80.403,7.57762064,18.68211332,20.23931653,1.00010967,2.50072206,45.0,0.00011769,5.00000009,3.094651
65.602,-15.5861,59.9125,-16.0624,59.875,-14.4228,65.5569,-13.618,8.76610642,13.46115799,23.66257328,1.00000042,3.11011883,45.0,1.46e-06,5.00004162,2.83685
-86.6934,81.9944,-88.7065,-127.952,-88.2637,-100.319,-87.2025,94.77,0.18,13.65,22.41,2.58,1.37,45.0,0.66,13.15,2.596661
49.6607,-161.115,44.0345,-161.467,43.6862,-160.49,49.2857,-160.045,5.28570196,19.19269206,21.93414871,1.0,2.58745492,45.0,2.19e-06,5.00000015,2.13785
88.5347,64.2969,85.7321,-170.145,85.9078,-161.737,89.0026,85.9069,1.82752777,19.99989704,27.16401666,1.00000651,3.5e-06,45.0,0.00854842,5.0000001,1.825552
76.9476,71.0789,71.3772,70.0799,70.894,72.2306,76.4426,74.0028,0.18,13.65,22.41,2.58,1.37,45.0,0.66,13.15,2.596661
-69.314,-148.052,-74.8498,-147.006,-74.2618,-144.507,-68.7403,-146.115,2.17955866,5.90488112,12.44793315,5.0869523,4.99999951,45.0,4.38067525,20.0,2.452483
70.5992,-157.8791,64.8593,-157.6094,64.8604,-155.4891,70.5993,-155.1899,2.69,18.83,22.59,3.48,1.73669382,45.0,1.08982961,13.1963688,2.5976717659936166
79.1636,15.9739,73.5136,14.0477,73.45,16.6846,79.0694,19.8605,4.11533224,12.21679879,13.89604551,1.04089537,2.83383611,45.0,6.5578565,14.33923547,1.842081
89.0631,79.7101,85.1137,-6.5715,84.9113,1.9896,88.7234,115.868,1.41761951,5.00001735,5.35240975,2.18313514,4.27814479,45.0,19.9992934,16.76938005,2.94183
68.4844,-162.111,62.8883,-162.635,62.4753,-161.131,68.0503,-160.265,4.99932673,18.67178067,23.25147657,1.00004711,2.07736748,45.0,1.1e-06,5.00000034,1.938776
88.9726,-99.0973,85.7248,159.581,85.5463,167.436,88.6012,-75.189,4.15148775,10.74829095,12.93066565,2.64902766,4.01217582,45.0,0.50836332,19.99998886,1.816318
-73.3193,-123.6108,-78.919,-121.5204,-78.5403,-118.2097,-72.9709,-121.2704,3.55,10.06,17.31,4.32,3.48877001,45.0,3.20115428,18.0129096,2.329077817370313
74.8337,100.695,69.1839,100.661,69.1724,102.626,74.8182,103.332,4.00035161,10.16217388,12.77672425,3.22328247,2.12758181,45.0,2.70988731,19.99999868,2.362442
-57.5391,-113.966,-63.0645,-112.804,-62.4226,-111.341,-56.9186,-112.666,4.14503114,10.90508691,15.9100103,1.26252637,2.34343206,45.0,0.43392658,19.99998664,2.145122
-64.0425,-7.9207,-68.9312,-7.9721,-69.5567,-6.2345,-63.4463,-6.4906,8.52534944,17.88765615,22.4612937,1.08056525,0.03471564,45.0,0.01041874,5.00000107,1.885587
-56.7452,-66.8899,-62.4343,-66.4367,-62.1108,-64.6918,-56.4396,-65.3973,3.74287361,9.20755357,12.53003125,3.27868154,3.74061609,45.0,2.50024859,19.99999536,2.170796
62.623,-12.984,56.9598,-13.9059,56.5979,-12.3913,62.2318,-11.2261,11.14076635,15.58713716,21.68784004,1.00000068,0.58425404,45.0,1.68e-06,5.00000005,2.993795
72.6764,126.176,67.1078,124.476,66.4727,126.439,72.0091,128.603,5.46429665,13.79301621,18.35305043,6.2903477,0.38819372,45.0,0.82034136,9.89075392,3.386379
